repayment_id,loan_id,emi_number,due_date,payment_date,amount_due,amount_paid,payment_mode,days_late
R-FK-5165,L-FK-2024-1023,12,2025-11-25,2025-11-15,2730.73,2730.73,Debit Card,-10.0
R-FK-5166,L-FK-2024-1024,1,2024-05-14,2024-05-16,6927.78,6927.78,Auto-Debit,2.0
R-FK-5167,L-FK-2024-1024,2,2024-06-13,2024-06-13,6927.78,6927.78,Upi,0.0
R-FK-5168,L-FK-2024-1024,3,2024-07-13,2024-07-03,6927.78,6927.78,Net Banking,-10.0
R-FK-5169,L-FK-2024-1024,4,2024-08-12,2024-08-09,6927.78,6927.78,Upi,-3.0
R-FK-5170,L-FK-2024-1024,5,2024-09-11,2024-09-01,6927.78,6927.78,Upi,-10.0
R-FK-5171,L-FK-2024-1024,6,2024-10-11,2024-10-25,6927.78,6927.78,Debit Card,14.0
R-FK-5172,L-FK-2024-1025,1,2025-01-01,2099-12-31,3126.07,0.0,Not Paid,181.0
R-FK-5173,L-FK-2024-1025,2,2025-01-31,2099-12-31,3126.07,0.0,Not Paid,181.0
R-FK-5174,L-FK-2024-1025,3,2025-03-02,2099-12-31,3126.07,0.0,Not Paid,181.0
R-FK-5175,L-FK-2024-1025,4,2025-04-01,2099-12-31,3126.07,0.0,Not Paid,181.0
R-FK-5176,L-FK-2024-1025,5,2025-05-01,2099-12-31,3126.07,0.0,Not Paid,181.0
R-FK-5177,L-FK-2024-1025,6,2025-05-31,2099-12-31,3126.07,0.0,Not Paid,181.0
R-FK-5178,L-FK-2024-1025,7,2025-06-30,2099-12-31,3126.07,0.0,Not Paid,181.0
R-FK-5179,L-FK-2024-1025,8,2025-07-30,2099-12-31,3126.07,0.0,Not Paid,181.0
R-FK-5180,L-FK-2024-1025,9,2025-08-29,2099-12-31,3126.07,0.0,Not Paid,181.0
R-FK-5181,L-FK-2024-1025,10,2025-09-28,2099-12-31,3126.07,0.0,Not Paid,181.0
R-FK-5182,L-FK-2024-1025,11,2025-10-28,2099-12-31,3126.07,0.0,Not Paid,181.0
R-FK-5183,L-FK-2024-1025,12,2025-11-27,2099-12-31,3126.07,0.0,Not Paid,181.0
R-FK-5184,L-FK-2024-1026,1,2025-02-18,2025-02-18,937.78,937.78,Auto-Debit,0.0
R-FK-5185,L-FK-2024-1026,2,2025-03-20,2025-03-21,937.78,937.78,Debit Card,1.0
R-FK-5186,L-FK-2024-1026,3,2025-04-19,2025-04-26,937.78,555.85,Upi,7.0
R-FK-5187,L-FK-2024-1026,4,2025-05-19,2025-05-19,937.78,937.78,Debit Card,0.0
R-FK-5188,L-FK-2024-1026,5,2025-06-18,2025-07-17,937.78,937.78,Debit Card,29.0
R-FK-5189,L-FK-2024-1026,6,2025-07-18,2025-07-18,937.78,937.78,Net Banking,0.0
R-FK-5190,L-FK-2024-1026,7,2025-08-17,2025-09-27,937.78,742.66,Debit Card,41.0
R-FK-5191,L-FK-2024-1026,8,2025-09-16,2025-09-16,937.78,937.78,Net Banking,0.0
R-FK-5192,L-FK-2024-1026,9,2025-10-16,2025-10-18,937.78,937.78,Debit Card,2.0
R-FK-5193,L-FK-2024-1026,10,2025-11-15,2025-11-17,937.78,937.78,Auto-Debit,2.0
R-FK-5194,L-FK-2024-1026,11,2025-12-15,2025-12-06,937.78,937.78,Net Banking,-9.0
R-FK-5195,L-FK-2024-1026,12,2026-01-14,2026-01-14,937.78,937.78,Auto-Debit,0.0
R-FK-5196,L-FK-2024-1027,1,2024-11-28,2099-12-31,871.91,0.0,Not Paid,181.0
R-FK-5197,L-FK-2024-1027,2,2024-12-28,2025-01-14,871.91,871.91,Net Banking,17.0
R-FK-5198,L-FK-2024-1027,3,2025-01-27,2025-02-21,871.91,871.91,Auto-Debit,25.0
R-FK-5199,L-FK-2024-1027,4,2025-02-26,2099-12-31,871.91,0.0,Not Paid,181.0
R-FK-5200,L-FK-2024-1027,5,2025-03-28,2099-12-31,871.91,0.0,Not Paid,181.0
R-FK-5201,L-FK-2024-1027,6,2025-04-27,2099-12-31,871.91,0.0,Not Paid,181.0
R-FK-5202,L-FK-2024-1028,1,2024-06-01,2099-12-31,3201.56,0.0,Not Paid,181.0
R-FK-5203,L-FK-2024-1028,2,2024-07-01,2099-12-31,3201.56,0.0,Not Paid,181.0
R-FK-5204,L-FK-2024-1028,3,2024-07-31,2099-12-31,3201.56,0.0,Not Paid,181.0
R-FK-5205,L-FK-2024-1028,4,2024-08-30,2099-12-31,3201.56,0.0,Not Paid,181.0
R-FK-5206,L-FK-2024-1028,5,2024-09-29,2099-12-31,3201.56,0.0,Not Paid,181.0
R-FK-5207,L-FK-2024-1028,6,2024-10-29,2099-12-31,3201.56,0.0,Not Paid,181.0
R-FK-5208,L-FK-2024-1028,7,2024-11-28,2099-12-31,3201.56,0.0,Not Paid,181.0
R-FK-5209,L-FK-2024-1028,8,2024-12-28,2099-12-31,3201.56,0.0,Not Paid,181.0
R-FK-5210,L-FK-2024-1028,9,2025-01-27,2099-12-31,3201.56,0.0,Not Paid,181.0
R-FK-5211,L-FK-2024-1028,10,2025-02-26,2099-12-31,3201.56,0.0,Not Paid,181.0
R-FK-5212,L-FK-2024-1028,11,2025-03-28,2099-12-31,3201.56,0.0,Not Paid,181.0
R-FK-5213,L-FK-2024-1028,12,2025-04-27,2099-12-31,3201.56,0.0,Not Paid,181.0
R-FK-5214,L-FK-2024-1029,1,2024-11-09,2024-11-18,2709.62,2709.62,Upi,9.0
R-FK-5215,L-FK-2024-1029,2,2024-12-09,2024-12-05,2709.62,2709.62,Cash,-4.0
R-FK-5216,L-FK-2024-1029,3,2025-01-08,2025-01-09,2709.62,2709.62,Debit Card,1.0
R-FK-5217,L-FK-2024-1029,4,2025-02-07,2025-03-08,2709.62,1091.26,Auto-Debit,29.0
R-FK-5218,L-FK-2024-1029,5,2025-03-09,2025-03-11,2709.62,2709.62,Debit Card,2.0
R-FK-5219,L-FK-2024-1029,6,2025-04-08,2025-04-10,2709.62,2709.62,Upi,2.0
R-FK-5220,L-FK-2024-1029,7,2025-05-08,2025-05-04,2709.62,2709.62,Auto-Debit,-4.0
R-FK-5221,L-FK-2024-1029,8,2025-06-07,2025-06-08,2709.62,2709.62,Upi,1.0
R-FK-5222,L-FK-2024-1029,9,2025-07-07,2025-07-07,2709.62,2709.62,Net Banking,0.0
R-FK-5223,L-FK-2024-1029,10,2025-08-06,2025-08-25,2709.62,1810.17,Debit Card,19.0
R-FK-5224,L-FK-2024-1029,11,2025-09-05,2025-09-07,2709.62,2709.62,Upi,2.0
R-FK-5225,L-FK-2024-1029,12,2025-10-05,2025-10-01,2709.62,2709.62,Net Banking,-4.0
R-FK-5226,L-FK-2024-1030,1,2024-09-13,2024-10-21,3606.62,3606.62,Upi,38.0
R-FK-5227,L-FK-2024-1030,2,2024-10-13,2024-11-20,3606.62,3606.62,Upi,38.0
R-FK-5228,L-FK-2024-1030,3,2024-11-12,2024-12-07,3606.62,3606.62,Net Banking,25.0
R-FK-5229,L-FK-2024-1030,4,2024-12-12,2024-12-14,3606.62,3606.62,Upi,2.0
R-FK-5230,L-FK-2024-1030,5,2025-01-11,2025-01-12,3606.62,3606.62,Cash,1.0
R-FK-5231,L-FK-2024-1030,6,2025-02-10,2025-02-10,3606.62,3606.62,Upi,0.0
R-FK-5232,L-FK-2024-1030,7,2025-03-12,2025-04-09,3606.62,3606.62,Cash,28.0
R-FK-5233,L-FK-2024-1030,8,2025-04-11,2025-05-23,3606.62,3606.62,Auto-Debit,42.0
R-FK-5234,L-FK-2024-1030,9,2025-05-11,2025-05-11,3606.62,3606.62,Net Banking,0.0
R-FK-5235,L-FK-2024-1031,1,2024-09-30,2024-09-30,2663.74,2663.74,Cash,0.0
R-FK-5236,L-FK-2024-1031,2,2024-10-30,2024-10-31,2663.74,2663.74,Debit Card,1.0
R-FK-5237,L-FK-2024-1031,3,2024-11-29,2024-11-27,2663.74,2663.74,Upi,-2.0
R-FK-5238,L-FK-2024-1031,4,2024-12-29,2024-12-29,2663.74,2663.74,Upi,0.0
R-FK-5239,L-FK-2024-1031,5,2025-01-28,2025-01-30,2663.74,2663.74,Upi,2.0
R-FK-5240,L-FK-2024-1031,6,2025-02-27,2025-02-20,2663.74,2663.74,Debit Card,-7.0
R-FK-5241,L-FK-2024-1032,1,2024-09-18,2099-12-31,3197.1,0.0,Not Paid,181.0
R-FK-5242,L-FK-2024-1032,2,2024-10-18,2099-12-31,3197.1,0.0,Not Paid,181.0
R-FK-5243,L-FK-2024-1032,3,2024-11-17,2099-12-31,3197.1,0.0,Not Paid,181.0
R-FK-5244,L-FK-2024-1032,4,2024-12-17,2099-12-31,3197.1,0.0,Not Paid,181.0
R-FK-5245,L-FK-2024-1032,5,2025-01-16,2099-12-31,3197.1,0.0,Not Paid,181.0
R-FK-5246,L-FK-2024-1032,6,2025-02-15,2099-12-31,3197.1,0.0,Not Paid,181.0
R-FK-5247,L-FK-2024-1033,1,2024-07-14,2024-08-04,1849.01,1849.01,Debit Card,21.0
R-FK-5248,L-FK-2024-1033,2,2024-08-13,2024-08-13,1849.01,1849.01,Auto-Debit,0.0
R-FK-5249,L-FK-2024-1033,3,2024-09-12,2024-09-04,1849.01,1849.01,Upi,-8.0
R-FK-5250,L-FK-2024-1033,4,2024-10-12,2024-10-14,1849.01,1849.01,Cash,2.0
R-FK-5251,L-FK-2024-1033,5,2024-11-11,2024-12-02,1849.01,1464.38,Debit Card,21.0
R-FK-5252,L-FK-2024-1033,6,2024-12-11,2024-12-28,1849.01,1849.01,Auto-Debit,17.0
R-FK-5253,L-FK-2024-1033,7,2025-01-10,2025-01-11,1849.01,1849.01,Upi,1.0
R-FK-5254,L-FK-2024-1033,8,2025-02-09,2025-02-09,1849.01,1849.01,Upi,0.0
R-FK-5255,L-FK-2024-1033,9,2025-03-11,2025-03-12,1849.01,1849.01,Upi,1.0
R-FK-5256,L-FK-2024-1033,10,2025-04-10,2025-04-03,1849.01,1849.01,Debit Card,-7.0
R-FK-5257,L-FK-2024-1033,11,2025-05-10,2025-05-12,1849.01,1849.01,Upi,2.0
