repayment_id,loan_id,emi_number,due_date,payment_date,amount_due,amount_paid,payment_mode,days_late
R-FK-5099,L-FK-2024-1013,6,18-12-2024,,6138.15,0.0,,
R-FK-5100,L-FK-2024-1014,1,16-06-2024,,4479.8,0.0,,
R-FK-5101,L-FK-2024-1014,2,16-07-2024,,4479.8,0.0,,
R-FK-5102,L-FK-2024-1014,3,15-08-2024,,4479.8,0.0,,
R-FK-5103,L-FK-2024-1014,4,14-09-2024,,4479.8,0.0,,
R-FK-5104,L-FK-2024-1014,5,14-10-2024,,4479.8,0.0,,
R-FK-5105,L-FK-2024-1014,6,13-11-2024,,4479.8,0.0,,
R-FK-5106,L-FK-2024-1015,1,26-05-2024,,1419.73,0.0,,
R-FK-5107,L-FK-2024-1015,2,25-06-2024,,1419.73,0.0,,
R-FK-5108,L-FK-2024-1015,3,25-07-2024,,1419.73,0.0,,
R-FK-5109,L-FK-2024-1015,4,24-08-2024,,1419.73,0.0,,
R-FK-5110,L-FK-2024-1015,5,2024-09-23,,1419.73,0.0,,
R-FK-5111,L-FK-2024-1015,6,23-10-2024,,1419.73,0.0,,
R-FK-5112,L-FK-2024-1015,7,22-11-2024,,1419.73,0.0,,
R-FK-5113,L-FK-2024-1015,8,22-12-2024,,1419.73,0.0,,
R-FK-5114,L-FK-2024-1015,9,21-01-2025,,1419.73,0.0,,
R-FK-5115,L-FK-2024-1016,1,07-12-2024,08-12-2024,5228.35,5228.35,UPI,1
R-FK-5116,L-FK-2024-1016,2,06-01-2025,07-01-2025,5228.35,5228.35,UPI,1
R-FK-5117,L-FK-2024-1016,3,05-02-2025,05-02-2025,5228.35,5228.35,Auto-Debit,0
R-FK-5118,L-FK-2024-1017,1,16-02-2025,18-02-2025,6867.03,6867.03,Cash,2
R-FK-5119,L-FK-2024-1017,2,18-03-2025,19-03-2025,6867.03,6867.03,Net Banking,1
R-FK-5120,L-FK-2024-1017,3,17-04-2025,16-04-2025,6867.03,6867.03,UPI,-1
R-FK-5121,L-FK-2024-1018,1,06-02-2025,,2588.07,0.0,,
R-FK-5122,L-FK-2024-1018,2,08-03-2025,,2588.07,0.0,,
R-FK-5123,L-FK-2024-1018,3,07-04-2025,,2588.07,0.0,,
R-FK-5124,L-FK-2024-1018,4,07-05-2025,,2588.07,0.0,,
R-FK-5125,L-FK-2024-1018,5,06-06-2025,,2588.07,0.0,,
R-FK-5126,L-FK-2024-1018,6,06-07-2025,,2588.07,0.0,,
R-FK-5127,L-FK-2024-1019,1,21-10-2024,21-10-2024,2647.53,2647.53,Auto-Debit,0
R-FK-5128,L-FK-2024-1019,2,20-11-2024,02-01-2025,2647.53,2647.53,Cash,43
R-FK-5129,L-FK-2024-1019,3,20-12-2024,22-12-2024,2647.53,2647.53,Debit Card,2
R-FK-5130,L-FK-2024-1020,1,21-05-2024,04-06-2024,1469.74,1469.74,Net Banking,14
R-FK-5131,L-FK-2024-1020,2,20-06-2024,22-06-2024,1469.74,1469.74,Auto-Debit,2
R-FK-5132,L-FK-2024-1020,3,2024-07-20,22-07-2024,1469.74,1469.74,UPI,2
R-FK-5133,L-FK-2024-1020,4,19-08-2024,15-08-2024,1469.74,1469.74,Debit Card,-4
R-FK-5134,L-FK-2024-1020,5,18-09-2024,12-09-2024,1469.74,1469.74,Cash,-6
R-FK-5135,L-FK-2024-1020,6,18-10-2024,19-10-2024,1469.74,1469.74,Cash,1
R-FK-5136,L-FK-2024-1020,7,17-11-2024,07-11-2024,1469.74,1469.74,UPI,-10
R-FK-5137,L-FK-2024-1020,8,17-12-2024,28-12-2024,1469.74,1469.74,UPI,11
R-FK-5138,L-FK-2024-1020,9,16-01-2025,18-01-2025,1469.74,1469.74,Auto-Debit,2
R-FK-5139,L-FK-2024-1021,1,19-01-2025,,4413.42,0.0,,
R-FK-5140,L-FK-2024-1021,2,18-02-2025,,4413.42,0.0,,
R-FK-5141,L-FK-2024-1021,3,20-03-2025,,4413.42,0.0,,
R-FK-5142,L-FK-2024-1021,4,19-04-2025,,4413.42,0.0,,
R-FK-5143,L-FK-2024-1021,5,19-05-2025,,4413.42,0.0,,
R-FK-5144,L-FK-2024-1021,6,18-06-2025,,4413.42,0.0,,
R-FK-5145,L-FK-2024-1022,1,01-10-2024,,1201.64,0.0,,
R-FK-5146,L-FK-2024-1022,2,31-10-2024,,1201.64,0.0,,
R-FK-5147,L-FK-2024-1022,3,30-11-2024,,1201.64,0.0,,
R-FK-5148,L-FK-2024-1022,4,30-12-2024,,1201.64,0.0,,
R-FK-5149,L-FK-2024-1022,5,29-01-2025,,1201.64,0.0,,
R-FK-5150,L-FK-2024-1022,6,28-02-2025,,1201.64,0.0,,
R-FK-5151,L-FK-2024-1022,7,30-03-2025,,1201.64,0.0,,
R-FK-5152,L-FK-2024-1022,8,29-04-2025,,1201.64,0.0,,
R-FK-5153,L-FK-2024-1022,9,29-05-2025,,1201.64,0.0,,
R-FK-5154,L-FK-2024-1023,1,30-12-2024,30-12-2024,2730.73,2730.73,UPI,0
R-FK-5155,L-FK-2024-1023,2,29-01-2025,29-01-2025,2730.73,2730.73,UPI,0
R-FK-5156,L-FK-2024-1023,3,28-02-2025,10-03-2025,2730.73,2730.73,Net Banking,10
R-FK-5157,L-FK-2024-1023,4,30-03-2025,01-04-2025,2730.73,2730.73,UPI,2
R-FK-5158,L-FK-2024-1023,5,29-04-2025,21-04-2025,2730.73,2730.73,Net Banking,-8
R-FK-5159,L-FK-2024-1023,6,29-05-2025,31-05-2025,2730.73,2730.73,UPI,2
R-FK-5160,L-FK-2024-1023,7,28-06-2025,27-06-2025,2730.73,2730.73,UPI,-1
R-FK-5161,L-FK-2024-1023,8,28-07-2025,28-07-2025,2730.73,2730.73,Debit Card,0
R-FK-5162,L-FK-2024-1023,9,27-08-2025,09-09-2025,2730.73,1792.24,Debit Card,13
R-FK-5163,L-FK-2024-1023,10,26-09-2025,26-09-2025,2730.73,2730.73,UPI,0
R-FK-5164,L-FK-2024-1023,11,26-10-2025,26-10-2025,2730.73,2730.73,Debit Card,0
R-FK-5165,L-FK-2024-1023,12,25-11-2025,15-11-2025,2730.73,2730.73,Debit Card,-10
R-FK-5166,L-FK-2024-1024,1,14-05-2024,16-05-2024,6927.78,6927.78,Auto-Debit,2
R-FK-5167,L-FK-2024-1024,2,13-06-2024,13-06-2024,6927.78,6927.78,UPI,0
R-FK-5168,L-FK-2024-1024,3,13-07-2024,03-07-2024,6927.78,6927.78,Net Banking,-10
R-FK-5169,L-FK-2024-1024,4,12-08-2024,09-08-2024,6927.78,6927.78,UPI,-3
R-FK-5170,L-FK-2024-1024,5,11-09-2024,01-09-2024,6927.78,6927.78,UPI,-10
R-FK-5171,L-FK-2024-1024,6,11-10-2024,25-10-2024,6927.78,6927.78,Debit Card,14
R-FK-5172,L-FK-2024-1025,1,01-01-2025,,3126.07,0.0,,
R-FK-5173,L-FK-2024-1025,2,31-01-2025,,3126.07,0.0,,
R-FK-5174,L-FK-2024-1025,3,02-03-2025,,3126.07,0.0,,
R-FK-5175,L-FK-2024-1025,4,01-04-2025,,3126.07,0.0,,
R-FK-5176,L-FK-2024-1025,5,01-05-2025,,3126.07,0.0,,
R-FK-5177,L-FK-2024-1025,6,31-05-2025,,3126.07,0.0,,
R-FK-5178,L-FK-2024-1025,7,30-06-2025,,3126.07,0.0,,
R-FK-5179,L-FK-2024-1025,8,30-07-2025,,3126.07,0.0,,
R-FK-5180,L-FK-2024-1025,9,29-08-2025,,3126.07,0.0,,
R-FK-5181,L-FK-2024-1025,10,28-09-2025,,3126.07,0.0,,
R-FK-5182,L-FK-2024-1025,11,28-10-2025,,3126.07,0.0,,
R-FK-5183,L-FK-2024-1025,12,27-11-2025,,3126.07,0.0,,
R-FK-5184,L-FK-2024-1026,1,18-02-2025,18-02-2025,937.78,937.78,Auto-Debit,0
R-FK-5185,L-FK-2024-1026,2,20-03-2025,21-03-2025,937.78,937.78,Debit Card,1
R-FK-5186,L-FK-2024-1026,3,19-04-2025,26-04-2025,937.78,555.85,UPI,7
R-FK-5187,L-FK-2024-1026,4,19-05-2025,19-05-2025,937.78,937.78,Debit Card,0
R-FK-5188,L-FK-2024-1026,5,18-06-2025,17-07-2025,937.78,937.78,Debit Card,29
R-FK-5189,L-FK-2024-1026,6,18-07-2025,18-07-2025,937.78,937.78,Net Banking,0
R-FK-5190,L-FK-2024-1026,7,17-08-2025,27-09-2025,937.78,742.66,Debit Card,41
R-FK-5191,L-FK-2024-1026,8,16-09-2025,16-09-2025,937.78,937.78,Net Banking,0
R-FK-5192,L-FK-2024-1026,9,16-10-2025,18-10-2025,937.78,937.78,Debit Card,2
R-FK-5193,L-FK-2024-1026,10,15-11-2025,17-11-2025,937.78,937.78,Auto-Debit,2
R-FK-5194,L-FK-2024-1026,11,15-12-2025,06-12-2025,937.78,937.78,Net Banking,-9
R-FK-5195,L-FK-2024-1026,12,14-01-2026,14-01-2026,937.78,937.78,Auto-Debit,0
R-FK-5196,L-FK-2024-1027,1,28-11-2024,,871.91,0.0,,
R-FK-5197,L-FK-2024-1027,2,28-12-2024,14-01-2025,871.91,871.91,Net Banking,17
R-FK-5198,L-FK-2024-1027,3,27-01-2025,21-02-2025,871.91,871.91,Auto-Debit,25
R-FK-5199,L-FK-2024-1027,4,26-02-2025,,871.91,0.0,,
R-FK-5200,L-FK-2024-1027,5,28-03-2025,,871.91,0.0,,
R-FK-5201,L-FK-2024-1027,6,27-04-2025,,871.91,0.0,,
R-FK-5202,L-FK-2024-1028,1,01-06-2024,,3201.56,0.0,,
R-FK-5203,L-FK-2024-1028,2,01-07-2024,,3201.56,0.0,,
R-FK-5204,L-FK-2024-1028,3,31-07-2024,,3201.56,0.0,,
R-FK-5205,L-FK-2024-1028,4,30-08-2024,,3201.56,0.0,,
R-FK-5206,L-FK-2024-1028,5,29-09-2024,,3201.56,0.0,,
R-FK-5207,L-FK-2024-1028,6,29-10-2024,,3201.56,0.0,,
R-FK-5208,L-FK-2024-1028,7,28-11-2024,,3201.56,0.0,,
R-FK-5209,L-FK-2024-1028,8,28-12-2024,,3201.56,0.0,,
R-FK-5210,L-FK-2024-1028,9,27-01-2025,,3201.56,0.0,,
R-FK-5211,L-FK-2024-1028,10,26-02-2025,,3201.56,0.0,,
R-FK-5212,L-FK-2024-1028,11,28-03-2025,,3201.56,0.0,,
R-FK-5213,L-FK-2024-1028,12,27-04-2025,,3201.56,0.0,,
R-FK-5214,L-FK-2024-1029,1,09-11-2024,18-11-2024,2709.62,2709.62,UPI,9
R-FK-5215,L-FK-2024-1029,2,09-12-2024,05-12-2024,2709.62,2709.62,Cash,-4
R-FK-5216,L-FK-2024-1029,3,08-01-2025,09-01-2025,2709.62,2709.62,Debit Card,1
R-FK-5217,L-FK-2024-1029,4,07-02-2025,08-03-2025,2709.62,1091.26,Auto-Debit,29
R-FK-5218,L-FK-2024-1029,5,09-03-2025,11-03-2025,2709.62,2709.62,Debit Card,2
R-FK-5219,L-FK-2024-1029,6,08-04-2025,10-04-2025,2709.62,2709.62,UPI,2
R-FK-5220,L-FK-2024-1029,7,08-05-2025,04-05-2025,2709.62,2709.62,Auto-Debit,-4
R-FK-5221,L-FK-2024-1029,8,07-06-2025,08-06-2025,2709.62,2709.62,UPI,1
R-FK-5222,L-FK-2024-1029,9,07-07-2025,07-07-2025,2709.62,2709.62,Net Banking,0
R-FK-5223,L-FK-2024-1029,10,06-08-2025,25-08-2025,2709.62,1810.17,Debit Card,19
R-FK-5224,L-FK-2024-1029,11,05-09-2025,07-09-2025,2709.62,2709.62,UPI,2
R-FK-5225,L-FK-2024-1029,12,05-10-2025,01-10-2025,2709.62,2709.62,Net Banking,-4
R-FK-5226,L-FK-2024-1030,1,13-09-2024,21-10-2024,3606.62,3606.62,UPI,38
R-FK-5227,L-FK-2024-1030,2,13-10-2024,20-11-2024,3606.62,3606.62,UPI,38
R-FK-5228,L-FK-2024-1030,3,12-11-2024,07-12-2024,3606.62,3606.62,Net Banking,25
R-FK-5229,L-FK-2024-1030,4,12-12-2024,14-12-2024,3606.62,3606.62,UPI,2
R-FK-5230,L-FK-2024-1030,5,11-01-2025,12-01-2025,3606.62,3606.62,Cash,1
R-FK-5231,L-FK-2024-1030,6,10-02-2025,10-02-2025,3606.62,3606.62,UPI,0
R-FK-5232,L-FK-2024-1030,7,12-03-2025,09-04-2025,3606.62,3606.62,Cash,28
R-FK-5233,L-FK-2024-1030,8,11-04-2025,23-05-2025,3606.62,3606.62,Auto-Debit,42
R-FK-5234,L-FK-2024-1030,9,11-05-2025,11-05-2025,3606.62,3606.62,Net Banking,0
R-FK-5235,L-FK-2024-1031,1,30-09-2024,30-09-2024,2663.74,2663.74,Cash,0
R-FK-5236,L-FK-2024-1031,2,30-10-2024,31-10-2024,2663.74,2663.74,Debit Card,1
R-FK-5237,L-FK-2024-1031,3,29-11-2024,27-11-2024,2663.74,2663.74,UPI,-2
R-FK-5238,L-FK-2024-1031,4,29-12-2024,29-12-2024,2663.74,2663.74,UPI,0
R-FK-5239,L-FK-2024-1031,5,28-01-2025,30-01-2025,2663.74,2663.74,UPI,2
R-FK-5240,L-FK-2024-1031,6,27-02-2025,20-02-2025,2663.74,2663.74,Debit Card,-7
R-FK-5241,L-FK-2024-1032,1,18-09-2024,,3197.1,0.0,,
R-FK-5242,L-FK-2024-1032,2,18-10-2024,,3197.1,0.0,,
R-FK-5243,L-FK-2024-1032,3,17-11-2024,,3197.1,0.0,,
R-FK-5244,L-FK-2024-1032,4,17-12-2024,,3197.1,0.0,,
R-FK-5245,L-FK-2024-1032,5,16-01-2025,,3197.1,0.0,,
R-FK-5246,L-FK-2024-1032,6,15-02-2025,,3197.1,0.0,,
R-FK-5247,L-FK-2024-1033,1,14-07-2024,04-08-2024,1849.01,1849.01,Debit Card,21
R-FK-5248,L-FK-2024-1033,2,13-08-2024,13-08-2024,1849.01,1849.01,Auto-Debit,0
R-FK-5249,L-FK-2024-1033,3,12-09-2024,04-09-2024,1849.01,1849.01,UPI,-8
R-FK-5250,L-FK-2024-1033,4,12-10-2024,14-10-2024,1849.01,1849.01,Cash,2
R-FK-5251,L-FK-2024-1033,5,11-11-2024,02-12-2024,1849.01,1464.38,Debit Card,21
R-FK-5252,L-FK-2024-1033,6,11-12-2024,28-12-2024,1849.01,1849.01,Auto-Debit,17
R-FK-5253,L-FK-2024-1033,7,10-01-2025,11-01-2025,1849.01,1849.01,UPI,1
R-FK-5254,L-FK-2024-1033,8,09-02-2025,09-02-2025,1849.01,1849.01,UPI,0
R-FK-5255,L-FK-2024-1033,9,11-03-2025,12-03-2025,1849.01,1849.01,UPI,1
R-FK-5256,L-FK-2024-1033,10,10-04-2025,03-04-2025,1849.01,1849.01,Debit Card,-7
R-FK-5257,L-FK-2024-1033,11,10-05-2025,12-05-2025,1849.01,1849.01,UPI,2
R-FK-5258,L-FK-2024-1033,12,09-06-2025,09-06-2025,1849.01,1849.01,Debit Card,0
R-FK-5259,L-FK-2024-1034,1,01-01-2025,,1663.12,0.0,,
R-FK-5260,L-FK-2024-1034,2,31-01-2025,,1663.12,0.0,,
R-FK-5261,L-FK-2024-1034,3,02-03-2025,,1663.12,0.0,,
R-FK-5262,L-FK-2024-1034,4,01-04-2025,,1663.12,0.0,,
R-FK-5263,L-FK-2024-1034,5,01-05-2025,,1663.12,0.0,,
R-FK-5264,L-FK-2024-1034,6,31-05-2025,,1663.12,0.0,,
R-FK-5265,L-FK-2024-1034,7,30-06-2025,,1663.12,0.0,,
R-FK-5266,L-FK-2024-1034,8,30-07-2025,,1663.12,0.0,,
R-FK-5267,L-FK-2024-1034,9,29-08-2025,,1663.12,0.0,,
R-FK-5268,L-FK-2024-1034,10,28-09-2025,,1663.12,0.0,,
R-FK-5269,L-FK-2024-1034,11,28-10-2025,,1663.12,0.0,,
R-FK-5270,L-FK-2024-1034,12,27-11-2025,,1663.12,0.0,,
R-FK-5271,L-FK-2024-1035,1,25-02-2025,27-02-2025,5258.76,5258.76,Cash,2
R-FK-5272,L-FK-2024-1035,2,27-03-2025,06-05-2025,5258.76,5258.76,Cash,40
R-FK-5273,L-FK-2024-1035,3,26-04-2025,26-04-2025,5258.76,5258.76,Debit Card,0
R-FK-5274,L-FK-2024-1035,4,26-05-2025,27-05-2025,5258.76,5258.76,Net Banking,1
R-FK-5275,L-FK-2024-1035,5,25-06-2025,28-06-2025,5258.76,3174.02,UPI,3
R-FK-5276,L-FK-2024-1035,6,25-07-2025,01-08-2025,5258.76,5258.76,UPI,7
R-FK-5277,L-FK-2024-1036,1,28-11-2024,30-11-2024,4191.33,4191.33,UPI,2
R-FK-5278,L-FK-2024-1036,2,28-12-2024,,4191.33,0.0,,
R-FK-5279,L-FK-2024-1036,3,27-01-2025,,4191.33,0.0,,
R-FK-5280,L-FK-2024-1037,1,06-02-2025,17-03-2025,13761.64,8551.27,Net Banking,39
R-FK-5281,L-FK-2024-1037,2,08-03-2025,10-04-2025,13761.64,13761.64,Cash,33
R-FK-5282,L-FK-2024-1037,3,07-04-2025,08-04-2025,13761.64,13761.64,Auto-Debit,1
R-FK-5283,L-FK-2024-1038,1,11-08-2024,01-08-2024,7057.74,7057.74,Cash,-10
R-FK-5284,L-FK-2024-1038,2,10-09-2024,11-09-2024,7057.74,7057.74,UPI,1
R-FK-5285,L-FK-2024-1038,3,2024-10-10,10-10-2024,7057.74,7057.74,Net Banking,0
R-FK-5286,L-FK-2024-1038,4,09-11-2024,11-11-2024,7057.74,7057.74,Auto-Debit,2
R-FK-5287,L-FK-2024-1038,5,09-12-2024,10-12-2024,7057.74,7057.74,Net Banking,1
R-FK-5288,L-FK-2024-1038,6,08-01-2025,10-01-2025,7057.74,7057.74,Debit Card,2
R-FK-5289,L-FK-2024-1039,1,15-06-2024,17-06-2024,5219.44,5219.44,Cash,2
R-FK-5290,L-FK-2024-1039,2,15-07-2024,15-07-2024,5219.44,5219.44,UPI,0
R-FK-5291,L-FK-2024-1039,3,14-08-2024,15-08-2024,5219.44,5219.44,Auto-Debit,1
R-FK-5292,L-FK-2024-1040,1,30-07-2024,30-07-2024,842.77,842.77,Debit Card,0
R-FK-5293,L-FK-2024-1040,2,29-08-2024,30-08-2024,842.77,842.77,UPI,1
R-FK-5294,L-FK-2024-1040,3,28-09-2024,28-09-2024,842.77,842.77,Debit Card,0
